"","text","word_scores","compound","pos","neu","neg","but_count","positive","negative","neutral","assigned"
"514"," Hey Gonz Im in a bit of a bad situation. My parents want me to take the vaccine to go to college. I dont want to due to the heart problems and the risk that come with it. However they still want me to take it. What should I do? If nothing could be done could you","{0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.222, 0, 0, 0, 0, 0, -1.7, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.786,0.041,0.811,0.148,0,0.216931216931217,0.783068783068783,0,"Negative"
"515","My latest, on problems from a medical perspective with college vaccine mandates.  ","{0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0}",-0.402,0,0.803,0.197,0,0,1,0,"Negative"
"516"," Plz plzzz sir last year college vala ni exam online lo plzzzz promotion nai aapo toh plzzz online exam lev... Offline exam bo risk che ajun bhi corona nathi gayo ane ketla ase ke jaye vaccine nai lithi ase plzzz plzzzz sir request to u online exam lo... Amari life sathe na ram..","{0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.5, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.318,0.023,0.912,0.064,0,0.264367816091954,0.735632183908046,0,"Negative"
"517"," I might be skewing your results, but in Germany we had no vaccine against chickenpox available even when I was in college. I got mild chickenpox as a toddler and then a severe case with hospitalization in early college and shingles during my MA. #gobigorgohome ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.735,0,0.876,0.124,1,0,1,0,"Negative"
"518","Punjab plans to give 1st Covid vaccine jabs to college students, staff in July ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"519","Lehman College is an NYC COVID-19 vaccination site and offers the Pfizer-BioNTech vaccine every day, 10 a.m. - 6 p.m., no appointment needed. For more about the site, the vaccine, and CUNYs Fall 21 requirements, visit ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.941,0.059,0,0,1,0,"Negative"
"520"," I had to get vaccinated to go to Kindergarten, college, and work in the food industry. My parents have scars from polio the vaccine. I dont give a shit what their feelings are.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.924, 0, 0, 0, 0}",0.445,0.081,0.919,0,0,1,0,0,"Positive"
"521","FACTS#GoI had installed only 2 Oxygen plants in TS till April 18th#GoI didnt accord even one Medical college to TS among 157~20 states are not using #PMCARES ventilators that are beyond repair Garu has been requesting for a Vaccine testing lab since many yrs ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"522","  And the position paper from the American College of Obstetrics and Gynecology on the use of COVID vaccine in pregnancy. Also updated this week:","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"523","Punjab: All eligible college students, staffers to get first dose of COVID vaccine in July ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"524"," So, killing a stranger across an ocean for a college degree, thats ok.But getting a society saving vaccine... thats where you draw the line?Wow. You cant think.","{0, 0, -3.693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.69,0,0.852,0.148,0,0,1,0,"Negative"
"525","#Kodagu has limited vaccine doses left and majority are to be used to inoculate college students as per state guidelines. Residents are struggling to get the 2nd dose and officials are helpless due to non-availaibity of the vaccines. The vaccination plan for July 6... ","{0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.772,0,0.842,0.158,0,0,1,0,"Negative"
"526"," I had chickenpox AND still had to get the vaccine when i was in college.  My titers came back showing no immunity.  Let that be a lesson to the it\s better to get the illness those antibodies last longer crowd.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, -1.7, 0, 0, 0, 0, 0}",-0.25,0.063,0.83,0.107,0,0.370588235294118,0.629411764705882,0,"Negative"
"527"," Watch for a jump in August/Sept as more young people are forced to take the vaccine to attend college.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0}",-0.459,0,0.864,0.136,0,0,1,0,"Negative"
"528","Id bet my house on most people not seeing their vaccine-induced antibodies waning to a dangerous level within 2 years. But we need research with the largest possible dataset, says Daniel Altmann, a professor of immunology at Imperial College London","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.262,0,0.95,0.05,1,0,1,0,"Negative"
"529","For college students  says to get vaccinated befor 8th July and I cant get dose 1 vaccine from mid may , once it was stopped befor two days of vaccination and till today I dont get it","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0,0.95,0.05,0,0,1,0,"Negative"
"530","All eligible college students, staffers to get first dose of COVID vaccine in July: Punjabgovt ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"531"," So you went to college for science u would think the evidence based research that has been done you would think you would put ur knowledge of science to educate ur constituents on the benefits of the vaccine","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0}",0.382,0.064,0.936,0,0,1,0,0,"Positive"
"532","Punjab: All eligible college students, staffers to get first jab of COVID-19 vaccine in July ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"533","I just got my first dose of Covid 19 Vaccine with Glutathione and Collagen. Charooot!  @ City College of San Jose Del Monte, Bulacan ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"534"," But remember, hes not a Dr, not a medic, not even a scientist or college graduate. Hes just a weird computer guy who owns virus and vaccine patents that was a close friend and confidante of the convicted pedophile Epstein.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3, 0, 0, 0, 0, 0, 0, 0}",0.502,0.095,0.86,0.045,1,0.678571428571428,0.321428571428571,0,"Positive"
"535","Pfizer vaccine donation of 1 million doses all the way from Kalamazoo, Michigan the college town I called home to Malaysia.    ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"536","As part of its commitment to promoting vaccination &amp; a return to the pre-pandemic normal, our sponsored institution  accepted an invitation from the  and the  to participate in the #COVIDCollegeChallenge. Read more: ","{0, 0, 0, 0, 1.6, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.735,0.199,0.801,0,0,1,0,0,"Positive"
"537","#Punjab | All eligible college students, staffers to get first jab of COVID-19 vaccine in JulyREAD: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"538","OR community college waives vaccine requirement, citing diversity and equity ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"539","Lets try to be informed about what we are being injected with. Is it the actual AstraZeneca vaccine (which was donated in limited qty) or a trial vaccine?  Reference: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0}",-0.226,0,0.936,0.064,0,0,1,0,"Negative"
"540","Finally my parents got first dose of the Sinopharm Covid vaccine after staying on the queue for almost 7 hours from 8:45am to 4:00pm today at Vidyaloka College, Galle. Hope the next one will be hassle free compared to this one ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0}",0.735,0.137,0.863,0,0,1,0,0,"Positive"
"541","   Source: ","{0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"542"," Sir whose 18 is not completed, vaccine is not being given to him, so how will that child go to school and college?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"543"," #YGS This guy hit reply all when my college sent an email to everyone saying the vaccine would be required to be on campus ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"544","Eligible #college students, staffers in #Punjab to get 1st jab of #COVID19vaccine in July#COVID19 #Coronavirus #PunjabNews ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"545","Union Minister of State for Defence   today received second dose of Vaccine at Goa Medical College Hospital, Bambolim. || #PRIMEGOA #TV_CHANNEL #GOA #PRIMEUPDATE #GOANEWS || ","{0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.103,0.055,0.945,0,0,1,0,0,"Positive"
"546","The vaccination at Agro College for the transport sector as economic frontliners. To allay vaccine hesitancy, Dumper Partylist extends grocery packs for all the vaccinated drivers &amp; conductors. It also pledged to cover the honoraria for 30 vaccinators &amp; doctors. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, -1.2, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, 0}",-0.25,0.072,0.833,0.095,0,0.431137724550898,0.568862275449102,0,"Negative"
"547","ive gotten five emails from the service my college used to collect our medical records that my covid vaccine record is compliant. i get it now. i submitted the thing right. can you stop emailing me","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0}",-0.296,0,0.941,0.059,0,0,1,0,"Negative"
"548","Felt sick- CovidGot up caught-Mental sicknessFamily tensions in lockdown-DepressionVaccine-painNow my college has to take Offline exam ..Living life to the fullest..#COVID19 #anxiety #Exams #vaccineSideEffects #Universityexam  #life  #idontevenknow what to do.","{0, -2.3, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, -0.7, 0, 0, 0, 0, 0, 0, 0, 0}",-0.802,0,0.739,0.261,0,0,1,0,"Negative"
"549","Wednesdays drawing also picked the first winner of four $125,000 college scholarships for anyone ages 12 to 17 who has gotten at least one vaccine dose. ","{0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.586,0.132,0.868,0,0,1,0,0,"Positive"
"550","Have you booked your vaccine yet? The vaccine hub on College Lane Campus is only available for 2 more weeks, so make sure you book in asap!Book now and help keep our community safe: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57835, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 1.9}",0.816,0.215,0.785,0,0,1,0,0,"Positive"
"551","Today received second dose of Vaccine at Goa Medical College, Bambolim.Urging all those who are not vaccinated to get your dose at earliest.#staysafe #StayHealthy ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"552"," Makes no sense. Anyone who studied science in college understands that you cannot vaccinate while a virus is actively infecting people.  This is common knowledge in science. The vaccine is what creates a pathway for the virus to find a workaround. Its THE DEFINITION of a variant","{0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.085,0.872,0.043,0,0.6640625,0.3359375,0,"Positive"
"553","#TITANSthrive: The Metrobank Group launches its COVID-19 vaccination program today. We have the Manila Doctors College of Nursing Dean Katherine Vera Lucas as one of the firsts to receive the first dose of the Moderna vaccine. Together, we will thrive.  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"554","  taloja law college name in PMC list for vaccination today. But at the centre they are saying no vaccine available.. We feel its a SCAM.. A big scam.. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, -5.1495, 0, 0, -4.05}",-0.943,0,0.65,0.35,1,0,1,0,"Negative"
"555","Found out a college homey past...they say his 2nd vaccine shot played a part in it.  ugh","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, -1.8}",-0.103,0.119,0.743,0.139,0,0.461240310077519,0.538759689922481,0,"Negative"
"556"," First of all COVID is real but the vaccine is not working. A college baseball team got the full vaccine and they tested positive for COVID","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9, 0, 0}",0.71,0.159,0.841,0,1,1,0,0,"Positive"
"557","We are being forced to give offline exams in this situation! Where not all the people have took vaccine, we are too vulnerable to the virus outside and our college expects us to give offline exams from 12july.People seeing this plzz help to reach to the govt.Please","{0, 0, 0, -2, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 1.7, 0, 0.1, 0, 0, 0}",-0.525,0.072,0.774,0.155,0,0.317180616740088,0.682819383259912,0,"Negative"
"558","  In our college ,the foreign student get the vaccine at the most first compare to the medical staff in our campus hospital, you should contact your college manager soon to solve it","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0}",0.202,0.053,0.947,0,0,1,0,0,"Positive"
"559","    #COVIDVaccinationIm at covid vaccine centre Gyan Ganga ITS College, Jabalpur.My slot was of 9-11am.But still the operator havent arrived yet, and more than 80 people are waiting standing at queue. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"560","Humber College, UoGH Lobby in Etobicoke [Peel health unit]183 1st dose spots addedFirst available date is 2021-07-05Book at ","{0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.026,0.061,0.939,0,0,1,0,0,"Positive"
"561","   Its only and experimental vaccine. People taking it our the test subjects. I took Use &amp; Abuse of drugs in college. It takes 10 years to bring a drug to market, after very through testing. No thank you!!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2637, -1.11, 0}",-0.767,0.029,0.815,0.156,0,0.156756756756757,0.843243243243243,0,"Negative"
"562","Frontier Scouts Cadet College Warsak Jobs 2021 FSCCW Peshawar","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"563","Fazaia Degree College MRF PAC Kamra Cantt Jobs 2021","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"564","College of Electrical Mechanical Engineering Jobs 2021 CEME Rawalpindi","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"565","Make Corona Vaccine 100% mandatory for College/ University Students/Employees to ask them  live with100% #NewNormalLife Everyone including local, state &amp; GOI  should follow compulsory.Dont extend restrictions, lockdowns or other conditions for Vaccine Substitute!","{0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 0, 0}",0.316,0.096,0.904,0,0,1,0,0,"Positive"
"566"," Oh wait you convinced the pre vaccine patients who got sick &amp; survived 2 get vaccinated. How convenient, guess well never know now. Whoever is running this vaccine marketing racket sure didnt take college statistics or maybe they did &amp; know exactly how 2 hide accurate results.","{0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, -2.3, 0, 2.3, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.7, 0, 0}",0.66,0.181,0.732,0.087,0,0.675373134328358,0.324626865671642,0,"Positive"
"567"," Thank you for this! Very interesting, particularly given that one daughter is off to vet school and is getting the pre-exposure vaccine soon, and the other is going to study wildlife biology in college.","{0, 1.5, 0, 0, 0, 0, 1.993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.699,0.149,0.851,0,0,1,0,0,"Positive"
"568","ANTI VAXXERS. 49% of GOP men are anti vaccine, believe BIG LIE. Include narrow minded, white creationist evangelicals, rural Americans, MAGAts, those without college degrees, dont believe in science. Side Note 31% of US population has IQ under 100.","{-2.033, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.547,0.042,0.835,0.124,0,0.253012048192771,0.746987951807229,0,"Negative"
"569"," My apartment complex and college are all mask free of vaxed but even if this vaccine is 1000% effective, not having a cold for a year was the best experience of my life. Youll be damned if you try and take this mask off me","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.866,0.21,0.73,0.059,1,0.780669144981413,0.219330855018587,0,"Positive"
"570"," One of the reasons I trust Astra-Zeneca is they are selling their vaccine at cost. About $3 a shot. It was developed jointly with Oxford College, and they are bound by contract to do so. They are the main supplier to COVAX, which supplies poor countries.","{0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0}",0.052,0.064,0.875,0.06,0,0.516129032258065,0.483870967741935,0,"Positive"
"571","Having some fun out here!Dont you dare worry about what vaccine you got?I programmed each of them1. Pfizer = my college research paper2.  Moderna = a modern american war game3.  Johnson and Johnson = JJ equals DynamiteCode; PM Johnson  4.  AstraZeneca","{0, 0, 2.3, 0, 0, 0, 0, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, 0, 0, 0, 0, 0, 1.733, 0, 0, 0, 0, 0, 0}",-0.264,0.12,0.738,0.141,0,0.459770114942529,0.540229885057471,0,"Negative"
"572","  Same here. And yes, absolutely shit. Im considering buying some FFP2s for R to use. Shes too young for the vaccine, and though shes had Covid already, Im not confident her immunity will be enough to protect her for the 45 mins each way on a train to college every day","{0, 0, 0, 0, 1.7, 0, -2.893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.628, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.301,0.089,0.802,0.109,0,0.449494949494949,0.55050505050505,0,"Negative"
"573","Yesterday I was called a liar bc I said my friends son will be refused a place at college without having a vaccine. I will be providing proof when she allows me, but here is a government official threatening just that. ","{0, 0, 0, 0, 0, -1.15, 0, 0, 0, 0, 1.05, 0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.6, 0, 0}",-0.743,0.043,0.781,0.176,1,0.19634703196347,0.80365296803653,0,"Negative"
"574","The American College of Rheumatology released recommendations for vaccinating #rheumatology patients against COVID-19.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"575","Vaccine IS NOT A CURE!!!You idiots that have gotten the experimental shots, need to give your High School and/or College Diplomas back. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"576"," We are going to carry on wearing masks it scares me our son will be going to college  and travelling on public transport with people that wont have them on, alot of people seem to think they have had the vaccine they will be fine not thinking about those who havent","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0}",-0.153,0.033,0.923,0.044,0,0.428571428571429,0.571428571428571,0,"Negative"
"577","the college i commited too just required the covid vaccine. ngl they can keep the downpayment money, i aint no lab rat, but i am now a dropout","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.444, 0, 0, 0, 0, 0, 0, 0, 0}",0.114,0.051,0.949,0,1,1,0,0,"Positive"
"578"," New Podcast! Episode 215: Imperial College have misled the UK. The two most important questions to ask yourself to improve. on  #covid #god #government #imperial #lock_down #pandemic #politicalcorrecntess #reality #vaccine #weaker ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.093, 0, 0, 0, 0, 0, 1.9, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, -1.9}",0.54,0.193,0.731,0.076,0,0.717472118959108,0.282527881040892,0,"Positive"
